Situs Batu Suli,"Ambon, Maluku",Budaya,Ambon,Ambon,Maluku,Situs bersejarah yang digunakan oleh masyarakat Maluku untuk upacara adat dan kebudayaan setempat.,"Situs, Batu Suli, Adat",0.0
Kampung Tarsisius,"Ambon, Maluku",Budaya,Ambon,Ambon,Maluku,Kampung yang berisi rumah adat dan menawarkan pengalaman budaya dengan kehidupan tradisional masyarakat Ambon.,"Kampung, Tarsisius, Adat",0.0
Rumah Adat Maluku,"Ambon, Maluku",Budaya,Ambon,Ambon,Maluku,Rumah adat yang mewakili budaya tradisional masyarakat Maluku dengan desain khas yang unik.,"Rumah Adat, Maluku, Budaya",0.0
Taman Edukasi Kebudayaan,"Ambon, Maluku",Budaya,Ambon,Ambon,Maluku,Taman yang menyajikan program edukasi mengenai sejarah dan budaya Maluku dengan berbagai kegiatan budaya.,"Taman, Edukasi, Kebudayaan",0.0
Gunung Gamalama,"Ternate, Maluku",Alam,Ternate,Ternate,Maluku,Gunung berapi aktif yang menawarkan pemandangan spektakuler dan jalur pendakian yang menantang.,"Gunung, Gamalama, Ternate",0.0
Gunung Leuser,"Ambon, Maluku",Alam,Ambon,Ambon,Maluku,Gunung yang menawarkan jalur pendakian dengan pemandangan hutan tropis yang masih alami dan segar.,"Gunung, Leuser, Alam",0.0
Kawah Gunung Api Gamalama,"Ternate, Maluku",Alam,Ternate,Ternate,Maluku,Kawah aktif yang sering mengeluarkan asap dan menawarkan pemandangan spektakuler dari puncaknya.,"Kawah, Gunung, Gamalama",0.0
Air Terjun Hatu,"Ambon, Maluku",Alam,Ambon,Ambon,Maluku,"Air terjun indah yang terletak di kawasan hutan tropis, cocok untuk berkemah dan menikmati alam.","Air Terjun, Hatu, Alam",0.0
Taman Hutan Raya,"Ambon, Maluku",Alam,Ambon,Ambon,Maluku,"Hutan yang dilindungi dengan berbagai spesies tanaman dan satwa langka, cocok untuk ekowisata.","Taman, Hutan Raya, Alam",0.0
Gunung Siboru,"Ambon, Maluku",Alam,Ambon,Ambon,Maluku,Gunung yang menawarkan pendakian dengan pemandangan indah ke kota Ambon dan sekitarnya.,"Gunung, Siboru, Alam",0.0
Air Terjun Waai,"Ambon, Maluku",Alam,Ambon,Ambon,Maluku,"Air terjun yang berada di kawasan pedesaan, terkenal dengan suasana sejuk dan pemandangan alam yang memukau.","Air Terjun, Waai, Alam",0.0
Taman Wisata Alam Batu Merah,"Ambon, Maluku",Alam,Ambon,Ambon,Maluku,"Taman wisata alam dengan batuan alam unik dan pemandangan yang indah, tempat yang cocok untuk berfoto.","Taman, Batu Merah, Alam",0.0
Gunung Bina,"Ambon, Maluku",Alam,Ambon,Ambon,Maluku,"Gunung yang menawarkan keindahan alam dan jalur pendakian yang menantang, dengan pemandangan kota Ambon.","Gunung, Bina, Alam",0.0
Air Terjun Tulehu,"Ambon, Maluku",Alam,Ambon,Ambon,Maluku,"Air terjun yang terletak di tengah hutan tropis, menawarkan keindahan alam yang menenangkan.","Air Terjun, Tulehu, Alam",0.0
Danau Laga,"Ambon, Maluku",Alam,Ambon,Ambon,Maluku,"Danau yang terletak di pegunungan, dengan pemandangan alam yang asri dan cocok untuk kegiatan fotografi dan berkemah.","Danau, Laga, Alam",0.0
Kawah Gunung Ibu,"Halmahera, Maluku Utara",Alam,Ternate,Halmahera,Maluku,"Gunung berapi aktif dengan kawah yang mengeluarkan asap, menawarkan pengalaman alam yang luar biasa.","Kawah, Gunung Ibu, Alam",0.0
Hutan Lindung Wawama,"Ambon, Maluku",Alam,Ambon,Ambon,Maluku,Hutan lindung yang memiliki keanekaragaman hayati dan menjadi tempat ekowisata yang menarik.,"Hutan, Wawama, Alam",0.0
Danau Ternate,"Ternate, Maluku",Alam,Ternate,Ternate,Maluku,"Danau yang terletak di kawasan pegunungan dengan pemandangan yang menakjubkan, cocok untuk piknik.","Danau, Ternate, Alam",0.0
Air Terjun Poka,"Ambon, Maluku",Alam,Ambon,Ambon,Maluku,Air terjun yang menawarkan suasana alam yang sejuk dan cocok untuk rekreasi keluarga.,"Air Terjun, Poka, Alam",0.0
Taman Nasional Teluk Cendrawasih,"Ternate, Maluku Utara",Alam,Ternate,Halmahera,Maluku,Taman nasional dengan kekayaan alam bawah laut dan pegunungan yang mempesona.,"Taman Nasional, Cendrawasih, Alam",0.0
Kawah Gunung Tangkuban Perahu,"Ambon, Maluku",Alam,Ambon,Ambon,Maluku,"Kawah gunung berapi dengan pemandangan alam yang menakjubkan, menawarkan pengalaman berkemah dan trekking.","Kawah, Gunung Tangkuban, Alam",0.0
Air Terjun Laha,"Ambon, Maluku",Alam,Ambon,Ambon,Maluku,"Air terjun dengan aliran air yang deras dan jernih, cocok untuk menikmati suasana alam yang damai.","Air Terjun, Laha, Alam",0.0
Gunung Katupa,"Ambon, Maluku",Alam,Ambon,Ambon,Maluku,Gunung yang terletak di daerah sekitar Ambon dengan jalur pendakian yang menantang dan pemandangan yang luar biasa.,"Gunung, Katupa, Alam",0.0
Hutan Wisata Wasile,"Ambon, Maluku",Alam,Ambon,Ambon,Maluku,Hutan wisata yang memiliki keanekaragaman hayati dan menjadi tempat yang cocok untuk trekking dan eksplorasi alam.,"Hutan, Wisata Wasile, Alam",0.0
Air Terjun Soya,"Ambon, Maluku",Alam,Ambon,Ambon,Maluku,"Air terjun yang terletak di pedesaan dengan pemandangan alam yang asri, cocok untuk trekking dan bersantai.","Air Terjun, Soya, Alam",0.0
Danau Waisalima,"Ambon, Maluku",Alam,Ambon,Ambon,Maluku,"Danau yang terletak di tengah hutan tropis, memberikan pemandangan alam yang sangat menenangkan.","Danau, Waisalima, Alam",0.0
Gunung Ternate,"Ternate, Maluku",Alam,Ternate,Ternate,Maluku,"Gunung berapi yang memiliki pemandangan indah, menawarkan pendakian dengan panorama kota Ternate yang menakjubkan.","Gunung, Ternate, Alam",0.0
Taman Hutan Raya Liang,"Ambon, Maluku",Alam,Ambon,Ambon,Maluku,Taman hutan yang memiliki kekayaan flora dan fauna serta merupakan tempat yang cocok untuk wisata alam dan edukasi.,"Taman, Hutan Raya, Alam",0.0
Taman Nasional Morotai,"Morotai, Maluku Utara",Alam,Tobelo,Halmahera Utara,Maluku,"Taman nasional yang terkenal dengan keanekaragaman hayatinya, ideal untuk trekking dan ekowisata.","Taman Nasional, Morotai, Alam",0.0
Danau Natsepa,"Ambon, Maluku",Alam,Ambon,Ambon,Maluku,"Danau yang terletak di area pegunungan, menawarkan pemandangan alam yang menakjubkan.","Danau, Natsepa, Alam",0.0
Gunung Sofifi,"Sofifi, Maluku Utara",Alam,Sofifi,Halmahera,Maluku,"Gunung yang memiliki jalur pendakian dan pemandangan alam yang spektakuler, cocok untuk para petualang.","Gunung, Sofifi, Alam",0.0
Taman Nasional Weda,"Halmahera, Maluku Utara",Alam,Ternate,Halmahera,Maluku,Taman nasional yang kaya akan flora dan fauna endemik serta memiliki berbagai jalur trekking.,"Taman Nasional, Weda, Alam",0.0
Taman Pattimura,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,Taman kota yang dilengkapi dengan fasilitas bermain untuk anak-anak dan ruang hijau untuk bersantai.,"Taman, Pattimura, Bermain",0.0
Taman Melati,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,Taman yang menyediakan berbagai fasilitas untuk anak-anak seperti ayunan dan perosotan di tengah kota Ambon.,"Taman, Melati, Bermain",0.0
Taman Laut Hukurila,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,"Taman yang terletak di tepi laut dengan pemandangan yang indah, menyediakan area untuk bermain dan bersantai.","Taman Laut, Hukurila, Bermain",0.0
Malamute Park,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,"Taman bermain yang cocok untuk keluarga, dilengkapi dengan berbagai permainan anak-anak dan area rekreasi.","Malamute Park, Bermain, Keluarga",0.0
Taman Kota Mardika,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,Taman kota dengan berbagai fasilitas bermain seperti permainan anak-anak dan ruang terbuka hijau.,"Taman, Mardika, Bermain",0.0
Kampoeng Heritage,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,Tempat bermain yang menggabungkan edukasi dan hiburan dengan berbagai wahana dan permainan yang menyenangkan.,"Kampoeng Heritage, Bermain, Edukasi",0.0
Dunia Fantasi Maluku,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,Taman hiburan dengan berbagai wahana permainan yang cocok untuk anak-anak dan keluarga.,"Dunia Fantasi, Maluku, Hiburan",50000.0
Taman Bermain Anak Negeri,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,"Tempat bermain anak-anak yang terletak di tengah kota, menyediakan berbagai fasilitas permainan yang aman.","Taman, Bermain Anak, Negeri",0.0
Taman Wisata Alam Waai,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,"Taman wisata yang menawarkan area bermain di alam terbuka, cocok untuk piknik keluarga dan permainan anak-anak.","Taman Wisata, Alam Waai, Bermain",0.0
Playground Ambon,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,Tempat bermain anak-anak di pusat kota Ambon dengan berbagai fasilitas permainan yang menarik.,"Playground, Ambon, Bermain",0.0
Taman Amahusu,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,"Taman yang dilengkapi dengan berbagai fasilitas permainan, cocok untuk keluarga yang ingin bersantai dan bermain.","Taman, Amahusu, Bermain",0.0
Kota Wisata Maluku,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,Kota wisata dengan berbagai wahana permainan dan area rekreasi untuk anak-anak dan orang dewasa.,"Kota Wisata, Bermain, Maluku",100000.0
Taman Wisata Batu Gunung,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,Taman wisata yang dilengkapi dengan berbagai fasilitas bermain dan trekking di alam terbuka.,"Taman, Batu Gunung, Bermain",0.0
Taman Olahraga Ambon,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,"Taman yang digunakan untuk kegiatan olahraga dan permainan outdoor, ideal untuk anak-anak dan keluarga.","Taman Olahraga, Ambon, Bermain",0.0
Batu Jernih,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,"Tempat bermain outdoor yang terletak di kaki gunung, menawarkan aktivitas rekreasi dan permainan alam terbuka.","Batu Jernih, Bermain, Alam",0.0
Taman Bambu,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,"Taman bermain yang terbuat dari bambu, menawarkan berbagai fasilitas permainan alami untuk anak-anak.","Taman, Bambu, Bermain",0.0
Taman Kecubung,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,Taman rekreasi yang memiliki area bermain anak-anak serta berbagai spot untuk bersantai dan berfoto.,"Taman, Kecubung, Bermain",0.0
Rimba Raya,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,"Tempat bermain yang mengusung tema alam rimba, cocok untuk anak-anak yang suka bermain di alam terbuka.","Rimba, Raya, Bermain",0.0
Taman Bermain Negeri,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,"Taman dengan fasilitas bermain untuk anak-anak yang aman dan nyaman, cocok untuk rekreasi keluarga.","Taman, Bermain, Negeri",0.0
Maluku Fun Park,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,Taman hiburan yang menawarkan berbagai wahana permainan yang seru untuk keluarga dan anak-anak.,"Maluku Fun, Park, Bermain",50000.0
Taman Pahlawan,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,"Taman yang memiliki fasilitas bermain anak-anak, cocok untuk keluarga yang ingin menikmati waktu bersama.","Taman, Pahlawan, Bermain",0.0
Playground Waai,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,"Playground yang terletak di daerah Waai, dengan berbagai permainan untuk anak-anak dan tempat untuk bersantai.","Playground, Waai, Bermain",0.0
Taman Alam Lantamal,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,Taman rekreasi alam dengan berbagai fasilitas bermain yang cocok untuk anak-anak dan keluarga.,"Taman Alam, Lantamal, Bermain",0.0
Taman Petir,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,Taman dengan area permainan yang luas dan cocok untuk anak-anak bermain dan berlari di luar ruangan.,"Taman, Petir, Bermain",0.0
Taman Wisata Rakyat,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,"Taman yang menyediakan berbagai fasilitas rekreasi dan permainan untuk semua usia, sangat cocok untuk keluarga.","Taman, Wisata Rakyat, Bermain",0.0
Kids Land Ambon,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,Tempat bermain anak-anak yang dilengkapi dengan berbagai permainan dan wahana edukasi.,"Kids Land, Bermain, Anak-anak",50000.0
Taman Kota Ambon,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,Taman kota dengan berbagai fasilitas permainan dan tempat rekreasi untuk anak-anak dan keluarga.,"Taman Kota, Ambon, Bermain",0.0
Maluku Adventure Park,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,Tempat petualangan yang menawarkan berbagai wahana permainan untuk anak-anak dan keluarga yang suka tantangan.,"Maluku Adventure, Bermain, Park",0.0
Taman Surya,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,Taman yang memiliki area bermain anak-anak serta fasilitas rekreasi untuk keluarga dan pengunjung.,"Taman, Surya, Bermain",0.0
Taman Keluarga,"Ambon, Maluku",Tempat Bermain,Ambon,Ambon,Maluku,"Taman yang ideal untuk keluarga, dengan area permainan yang aman dan nyaman untuk anak-anak.","Taman, Keluarga, Bermain",0.0
Tugu Pattimura,"Ambon, Maluku",Landmark,Ambon,Ambon,Maluku,Tugu yang menjadi simbol perjuangan Pattimura dalam melawan penjajah di Maluku.,"Tugu, Pattimura, Landmark",0.0
Benteng Duurstede,"Salahutu, Maluku Tengah",Landmark,Ambon,Maluku Tengah,Maluku,Benteng peninggalan Belanda yang memiliki sejarah panjang sebagai pertahanan di era kolonial.,"Benteng, Duurstede, Sejarah",0.0
Tugu Perjuangan,"Ambon, Maluku",Landmark,Ambon,Ambon,Maluku,Tugu yang dibangun untuk mengenang jasa pahlawan dalam perjuangan kemerdekaan di Ambon.,"Tugu, Perjuangan, Landmark",0.0
Gereja Katholik Santo Yohanes Pembaptis,"Ambon, Maluku",Landmark,Ambon,Ambon,Maluku,Gereja tua yang memiliki nilai sejarah tinggi dan merupakan salah satu tempat ibadah utama di Ambon.,"Gereja, Katholik, Landmark",0.0
Vihara Riawati,"Ambon, Maluku",Landmark,Ambon,Ambon,Maluku,Vihara yang merupakan tempat ibadah umat Buddha dan menjadi salah satu landmark bersejarah di Ambon.,"Vihara, Riawati, Landmark",0.0
Monumen Maluku,"Ambon, Maluku",Landmark,Ambon,Ambon,Maluku,Monumen yang melambangkan perjuangan masyarakat Maluku dalam mempertahankan kemerdekaan Indonesia.,"Monumen, Maluku, Landmark",0.0
Istana Kesultanan Ternate,"Ternate, Maluku Utara",Landmark,Ternate,Ternate,Maluku Utara,Istana bersejarah yang merupakan pusat pemerintahan Kesultanan Ternate pada masa lalu.,"Istana, Kesultanan, Landmark",0.0
Gua Jepang,"Ambon, Maluku",Landmark,Ambon,Ambon,Maluku,Gua peninggalan Perang Dunia II yang digunakan oleh Jepang sebagai markas di Maluku.,"Gua, Jepang, Sejarah",0.0
Tugu Koral,"Ambon, Maluku",Landmark,Ambon,Ambon,Maluku,Tugu yang dibangun untuk mengenang pesona alam bawah laut Maluku yang kaya akan terumbu karang.,"Tugu, Koral, Landmark",0.0
Fort Oranje,"Kota Sofifi, Maluku Utara",Landmark,Sofifi,Halmahera Selatan,Maluku Utara,Benteng yang dibangun oleh Belanda pada abad ke-17 sebagai benteng pertahanan di Maluku Utara.,"Fort Oranje, Landmark, Sejarah",0.0
Gua Tewet,"Seram, Maluku",Landmark,Seram,Maluku Tengah,Maluku,Gua yang terletak di pulau Seram ini dikenal dengan keindahan stalaktit dan stalagmitnya.,"Gua, Tewet, Alam",0.0
Masjid Al-Munawwarah,"Ternate, Maluku Utara",Landmark,Ternate,Ternate,Maluku Utara,Masjid yang merupakan salah satu ikon penting bagi umat Islam di Maluku Utara.,"Masjid, Al-Munawwarah, Landmark",0.0
Batu Merah,"Ambon, Maluku",Landmark,Ambon,Ambon,Maluku,Batu besar yang terletak di tengah kota Ambon dan menjadi simbol dari kekuatan alam Maluku.,"Batu Merah, Landmark, Alam",0.0
Taman Laut Banda,"Banda Neira, Maluku Tengah",Landmark,Banda Neira,Maluku Tengah,Maluku,Taman laut yang memiliki ekosistem bawah laut yang kaya dan menjadi situs bersejarah di Maluku.,"Taman Laut, Banda, Alam",0.0
Istana Sultan Tidore,"Tidore, Maluku Utara",Landmark,Tidore,Tidore,Maluku Utara,Istana kesultanan Tidore yang merupakan simbol kekuasaan sultan di pulau Tidore pada masa lalu.,"Istana, Tidore, Sejarah",0.0
Kota Ternate,"Ternate, Maluku Utara",Landmark,Ternate,Ternate,Maluku Utara,"Kota bersejarah yang penuh dengan peninggalan budaya, seperti benteng dan istana Kesultanan Ternate.","Kota, Ternate, Landmark",0.0
Pulau Kei,"Kei Kecil, Maluku",Landmark,Kei Kecil,Maluku Tenggara,Maluku,Pulau yang terkenal dengan keindahan alamnya dan menjadi salah satu destinasi wisata utama di Maluku.,"Pulau, Kei, Alam",0.0
Tugu Trikora,"Ambon, Maluku",Landmark,Ambon,Ambon,Maluku,Tugu yang dibangun untuk memperingati operasi Trikora yang dilakukan oleh Indonesia dalam mempertahankan Irian Barat.,"Tugu, Trikora, Landmark",0.0
Kampung Nusa Laut,"Ambon, Maluku",Landmark,Ambon,Ambon,Maluku,"Kampung yang kaya akan budaya dan tradisi masyarakat adat Maluku, serta peninggalan sejarahnya.","Kampung, Nusa Laut, Sejarah",0.0
Tugu Angkutan Laut,"Ambon, Maluku",Landmark,Ambon,Ambon,Maluku,"Tugu yang melambangkan sejarah transportasi laut di Maluku, sebagai jalur perdagangan utama pada masa lalu.","Tugu, Angkutan Laut, Landmark",0.0
Masjid Al-Ghuraba,"Ternate, Maluku Utara",Landmark,Ternate,Ternate,Maluku Utara,"Masjid yang dibangun dengan arsitektur khas Timur Tengah, menjadi salah satu landmark di Ternate.","Masjid, Al-Ghuraba, Landmark",0.0
Kampung Bajo,"Ambon, Maluku",Landmark,Ambon,Ambon,Maluku,"Kampung yang dihuni oleh masyarakat Bajo, terkenal dengan rumah panggungnya di atas laut.","Kampung, Bajo, Landmark",0.0
Gua Lawa,"Ambon, Maluku",Landmark,Ambon,Ambon,Maluku,Gua yang dikenal dengan formasi batuan yang unik dan menjadi destinasi petualangan bagi pengunjung.,"Gua, Lawa, Alam",0.0
Pulau Morotai,"Morotai, Maluku Utara",Pulau,Morotai,Morotai,Maluku Utara,"Pulau yang terkenal dengan keindahan pantai dan bawah lautnya yang menakjubkan, cocok untuk snorkeling dan diving.","Pulau, Morotai, Snorkeling, Diving",100000
Pantai Jikomalamo,"Morotai, Maluku Utara",Pantai,Morotai,Morotai,Maluku Utara,"Pantai dengan pasir putih dan air laut jernih, tempat yang sempurna untuk menikmati suasana tropis.","Pantai, Jikomalamo, Morotai",0
Pulau Ternate,"Ternate, Maluku Utara",Pulau,Ternate,Ternate,Maluku Utara,"Pulau dengan pantai indah dan sejarah yang kaya, menawarkan aktivitas snorkeling dan menyelam.","Pulau, Ternate, Snorkeling",0
Pulau Tidore,"Tidore, Maluku Utara",Pulau,Tidore,Tidore,Maluku Utara,"Pulau dengan keindahan alam bawah laut yang memukau, ideal untuk diving dan menikmati pemandangan laut.","Pulau, Tidore, Diving",0
Pantai Sulamadaha,"Ternate, Maluku Utara",Pantai,Ternate,Ternate,Maluku Utara,"Pantai dengan air laut yang jernih dan pemandangan bawah laut yang indah, cocok untuk snorkeling.","Pantai, Sulamadaha, Ternate",0
Pulau Moti,"Ternate, Maluku Utara",Pulau,Ternate,Ternate,Maluku Utara,"Pulau kecil yang menawarkan keindahan pantai dan kehidupan laut yang mempesona, cocok untuk bersantai.","Pulau, Moti, Ternate",0
Pantai Bobane Ici,"Ternate, Maluku Utara",Pantai,Ternate,Ternate,Maluku Utara,"Pantai dengan pasir putih dan air laut jernih, ideal untuk berlibur bersama keluarga dan snorkeling.","Pantai, Bobane Ici, Ternate",0
Pulau Bacan,"Bacan, Maluku Utara",Pulau,Bacan,Halmahera Selatan,Maluku Utara,"Pulau yang menawarkan keindahan alam dan lokasi diving yang mempesona, sangat cocok bagi pecinta alam bawah laut.","Pulau, Bacan, Diving",150000
Pulau Kao,"Halmahera, Maluku Utara",Pulau,Halmahera,Halmahera,Maluku Utara,"Pulau yang memiliki keindahan alam bawah laut dan pesona pantai yang memukau, sangat ideal untuk snorkeling.","Pulau, Kao, Halmahera",100000
Pantai Lagoi,"Bacan, Maluku Utara",Pantai,Bacan,Halmahera Selatan,Maluku Utara,"Pantai dengan pasir putih yang lembut dan air laut jernih, populer untuk berjemur dan menyelam.","Pantai, Lagoi, Bacan",0
Pantai Angi,"Tidore, Maluku Utara",Pantai,Tidore,Tidore,Maluku Utara,"Pantai dengan pemandangan yang indah dan air laut jernih, sangat cocok untuk snorkeling dan bersantai.","Pantai, Angi, Tidore",0
Pulau Gorom,"Morotai, Maluku Utara",Pulau,Morotai,Morotai,Maluku Utara,"Pulau eksotis yang memiliki terumbu karang indah, tempat yang sempurna untuk diving dan snorkeling.","Pulau, Gorom, Morotai",200000
Pantai Santar,"Morotai, Maluku Utara",Pantai,Morotai,Morotai,Maluku Utara,"Pantai yang memiliki pemandangan alam yang memukau, cocok untuk kegiatan air dan berjemur.","Pantai, Santar, Morotai",0
Pulau Goto,"Tidore, Maluku Utara",Pulau,Tidore,Tidore,Maluku Utara,Pulau yang dikenal dengan keindahan lautnya dan aktivitas menyelam yang menakjubkan.,"Pulau, Goto, Tidore",0
Pantai Kofo,"Ternate, Maluku Utara",Pantai,Ternate,Ternate,Maluku Utara,Pantai yang dikelilingi oleh alam yang indah dan cocok untuk menikmati keindahan laut dan berjemur.,"Pantai, Kofo, Ternate",0
Pulau Morotai Selatan,"Morotai, Maluku Utara",Pulau,Morotai,Morotai,Maluku Utara,"Pulau yang menawarkan keindahan alam bawah laut yang spektakuler, tempat yang cocok untuk diving dan snorkeling.","Pulau, Morotai Selatan, Morotai",150000
Pantai Moloku,"Ternate, Maluku Utara",Pantai,Ternate,Ternate,Maluku Utara,"Pantai dengan pasir putih yang indah dan pemandangan laut yang jernih, cocok untuk aktivitas air.","Pantai, Moloku, Ternate",0
Pulau Tifore,"Tidore, Maluku Utara",Pulau,Tidore,Tidore,Maluku Utara,"Pulau kecil dengan keindahan alam yang mempesona, sangat ideal untuk bersantai dan menikmati alam bawah laut.","Pulau, Tifore, Tidore",0
